feature_name,seed_phrase,weight
Location,edgware road tube,0.3029
Location,tube station edgware,0.5646
Service,desk staff inexperienced,-0.3947
Service,rudeness staff,-0.0335
Location,tube station especially,0.2460
Service,staff downright rude,-0.6106
Price,good rate worth,0.1495
Service,clean staff pleasant,0.8044
Location,location kings cross,0.7506
Location,location kings,0.6577
Comfort,room narrow,0.0605
Comfort,bed good mattress,0.7589
Location,tube buses,0.3690
Location,station central,0.2674
Price,felt good value,0.6986
Price,prices exchange rate,0.2739
Comfort,upgraded family room,0.3343
Comfort,room towards,0.2371
Service,staff clean room,0.8898
Comfort,staff clean room,0.8898
Comfort,room shower sleep,0.3514
Location,little kitchen area,0.1767
Comfort,room top hotel,0.1153
Location,station euston station,0.1454
Location,tube station closed,0.1805
Location,tube station reach,0.1058
Comfort,room small heating,-0.5149
Comfort,heating air conditioning,-0.8085
Price,available cost,0.4088
Location,vauxhall station,0.2492
Location,vauxhall tube,0.1729
Location,walk vauxhall tube,0.4001
Location,vauxhall tube station,0.1216
Comfort,traffic noise night,0.1156
Comfort,room exception,-0.1097
Location,bus tube,0.3577
Location,distance bus station,0.4779
Comfort,bed amp room,0.8222
Comfort,room ac worked,0.5065
Price,price think,0.2575
Cleanliness,room basic clean,0.6099
Service,unhelpful staff,-0.1632
Service,reception staff apologetic,-0.1225
Location,location handy tube,0.5985
Service,staff seemed friendly,0.5730
Comfort,room room twin,0.7604
Service,adequate reception staff,0.7231
Location,walk vauxhall,0.3660
Location,pass tube station,0.7987
Comfort,problem heating room,0.1708
Comfort,heating room cold,0.2642
Service,staff helpful mostly,0.9145
Service,plenty staff helpful,0.9070
Location,victoria tube,0.2607
Location,location victoria,0.4725
Service,check everything,0.3986
Service,woman reception,0.1071
Service,reception staff especially,0.4353
Location,block victoria station,-0.0288
Location,excellent location minutes,0.6273
Location,station victoria,0.3204
Location,exit station,0.5118
Location,convenient location clean,0.7637
Comfort,room front room,0.3479
Service,staff helpful rang,0.8501
Comfort,room large european,0.2361
Location,victoria station tube,0.2828
Service,reception staff accommodating,0.4946
Location,handy tube,0.5379
Location,convenient location minute,0.5548
Service,breakfast good service,0.7071
Comfort,room rooms small,0.2790
Location,short walk lancaster,0.4164
Location,tube nice area,0.8248
Location,area feel,0.2345
Location,hotel quiet area,0.3558
Comfort,room third room,0.3956
Service,reception service arrival,0.6099
Location,tube station quiet,0.6822
Service,staff present desk,0.3403
Comfort,staff room noisy,-0.1919
Location,walk tube train,0.5100
Location,location tube amp,0.2847
Location,tube short distance,0.5508
Comfort,room inside room,0.5093
Location,tube station tourist,0.7149
Location,tube stations hence,0.0065
Location,station central line,0.2081
Location,store tube station,0.1836
Service,staff service friendly,0.6986
Service,friendly efficient helpful,0.8177
Location,lancaster tube station,0.3743
Service,manager desk clerk,0.1786
Comfort,room minibar,0.2474
Comfort,room drinks,0.0841
Location,location around,0.5953
Location,location around corner,0.6132
Location,street kensington tube,0.4562
Comfort,single beds room,0.3390
Comfort,floor club room,0.4575
Service,little staff,0.2700
Service,excellent check service,0.8498
Comfort,club room floor,0.3367
Location,noise tube,-0.0728
Comfort,choose room,0.4087
Comfort,noise tube,-0.0585
Location,tube station road,0.4901
Comfort,star rooms,0.1379
Comfort,room two twin,0.1420
Comfort,upgrade club room,0.2512
Location,tube station amp,0.5402
Location,good location friendly,0.7900
Service,staff tried,0.1202
Location,location high,0.5325
Location,tube amp,0.3991
Comfort,good air,0.7822
Location,tube station behind,0.1985
Location,hotel location wonderful,0.7162
Price,paid full rate,-0.1462
Price,value paid,0.6801
Location,high street station,0.3128
Location,convenient tube stop,0.1887
Location,street short walk,0.3541
Comfort,upgraded club room,0.4352
Location,area fine,0.4738
Service,unfriendly reception staff,-0.2970
Comfort,small bed,0.1672
Location,distance kensington palace,0.0832
Location,walk tube buses,0.2895
Comfort,room tatty,-0.0780
Comfort,stayed club room,0.3953
Service,special staff helpful,0.7025
Price,rate london,0.5690
Comfort,carpets room,-0.4263
Comfort,want clean room,0.7285
Location,neighborhood nice,0.6683
Price,price poor value,-0.6385
Service,reception find,0.4292
Comfort,room rooms spotless,0.8781
Comfort,fridge room room,0.2734
Comfort,standard twin room,0.2684
Comfort,london hotel room,0.2734
Comfort,kensington rooms,0.2489
Location,underground station convenient,0.3056
Price,rate include breakfast,0.1313
Price,bad value,0.1467
Location,tube station wonderful,0.6315
Price,breakfast price,0.3770
Price,rates would,0.3759
Location,across street tube,0.2149
Location,tube trains,0.3410
Comfort,private room,0.3096
Comfort,room ready asked,-0.3877
Location,nice area london,0.5974
Location,tube bus stations,0.3194
Service,check smooth,0.3558
Location,street kensington station,0.1663
Comfort,soft bed,0.3885
Location,tube station runs,0.4292
Cleanliness,clean bathroom clean,0.7396
Comfort,room ample,0.6742
Price,full rack rate,0.0092
Service,staff check could,-0.2867
Location,reach tube station,-0.0492
Service,staff somewhat,0.1093
Location,easy access tube,0.6251
Comfort,room room pleasantly,0.8084
Location,tube station noise,-0.0715
Location,station noise,0.1333
Comfort,station noise,0.0361
Comfort,tube station noise,0.1066
Price,price via,0.7223
Price,hotel rate per,0.4786
Location,tube station high,0.4393
Location,london tube,0.3891
Price,hotels london price,0.2765
Location,walk kensington high,0.5505
Location,station could,0.3805
Comfort,room adjacent room,0.2046
Service,reception check could,0.3886
Location,great location kensington,0.7022
Location,beautiful area,0.6782
Location,tube station shopping,0.6238
Price,name price deal,0.0531
Service,morning staff,0.3356
Service,approach reception staff,0.3843
Location,opposite tube,0.4357
Comfort,noise underground,0.3992
Comfort,staff helpful rooms,0.7286
Location,high st tube,0.5048
Location,tube noise,-0.0158
Comfort,tube noise,-0.0158
Location,station turn left,0.2128
Comfort,concerned room,-0.0265
Location,tube station tons,0.5327
Location,past tube station,0.2901
Location,location west,0.5738
Location,location excellent tube,0.5435
Location,plus side location,0.3697
Service,floor reception staff,0.7671
Comfort,air conditioning system,0.0557
Comfort,room spacious london,0.2896
Comfort,rooms ac,0.0634
Location,great location minute,0.6496
Comfort,flow air room,0.0827
Comfort,air room air,0.3096
Service,concierge desk desk,0.5783
Comfort,hotel room size,0.5880
Cleanliness,shabby dirty,-0.2107
Location,station circle line,0.2731
Comfort,food room room,0.2423
Comfort,twin beds room,0.2872
Service,gracious helpful,0.7763
Location,way tube,0.1515
Cleanliness,lobby clean,0.6581
Comfort,room problem room,0.4064
Comfort,advance room,0.3090
Location,away tube station,0.1772
Comfort,small fridge room,0.2241
Location,station kensington,0.0846
Service,service staff reception,0.5707
Comfort,room good ac,0.4182
Comfort,room facing train,0.2870
Location,part hotel location,0.6541
Location,location tube close,0.0768
Location,tube safe neighborhood,0.6369
Location,street underground station,0.4424
Price,priceline great price,0.6273
Location,reception area areas,0.4857
Location,location cleanliness,0.4466
Comfort,room room however,0.2346
Comfort,bed room without,0.1667
Location,tube station reasonably,0.2040
Location,tube station grocery,0.2540
Service,short reception staff,0.5508
Service,reception staff filled,0.5384
Location,take tube,0.3092
Service,reception staff later,-0.1934
Service,attitude reception,-0.4262
Comfort,room sign,0.2184
Service,staff rude ignorant,-0.6403
Comfort,room cold needed,-0.1397
Service,service care staff,0.6146
Service,reception desk claimed,-0.0853
Comfort,room refused,-0.4124
Location,tube station camden,0.0124
Service,thought staff,0.5199
Location,station lancaster,0.3260
Location,station lancaster gate,0.3085
Location,central line tube,0.3963
Location,line tube,0.2051
Location,location handy,0.3688
Price,standard price,0.5656
Location,station paddington,0.3207
Comfort,normal size room,0.3554
Comfort,board iron room,0.1050
Comfort,rooms tiny room,0.1657
Location,tube close,0.4756
Comfort,rooms much larger,0.2001
Location,tube station four,0.5638
Service,helpful gave,0.7648
Service,nice reception,0.5616
Location,lancaster tube,0.2533
Location,tube across,0.3543
Comfort,room suitcases,0.1721
Location,tube station found,0.6847
Location,tube station arrived,0.1376
Comfort,room small well,0.6085
Comfort,press room,0.2708
Comfort,spend hotel room,0.4364
Comfort,hot air conditioning,0.3196
Price,deal paid,0.8617
Location,lancaster gate station,0.4330
Location,gate station,0.4408
Location,location hyde park,0.5517
Location,location hyde,0.5206
Service,reception welcoming,0.6415
Price,cost good deal,0.6712
Comfort,lobby breakfast room,0.5338
Comfort,small size room,0.2960
Location,tube station oyster,-0.1143
Location,tube across street,0.3006
Comfort,smallest rooms,0.0434
Comfort,standard double bed,0.6149
Service,ridiculous reception staff,0.3352
Service,pleasant staff helpful,0.7907
Location,tube station maybe,0.5688
Service,staff friendly although,0.6356
Service,staff hotel friendly,0.7450
Comfort,bed old mattress,-0.5317
Location,tube station hyde,0.4420
Comfort,room reasonable size,0.3607
Location,hotel paddington station,0.2355
Comfort,bed room smaller,0.4277
Service,area reception,0.4928
Location,area reception,0.4928
Comfort,rooms executive rooms,0.1988
Comfort,room saw room,0.4593
Comfort,triple rooms,0.0701
Comfort,sleep window open,0.2248
Comfort,air circulation air,-0.5563
Location,tube lancaster,0.4461
Price,rate included continental,0.3949
Location,tube stop central,0.1161
Comfort,hang room,0.2031
Comfort,executive double room,0.2150
Comfort,room stayed small,0.3704
Service,found staff reception,0.6160
Comfort,air conditioned room,0.1653
Location,tube oxford,0.1828
Comfort,room room horrible,-0.3093
Location,hotel walk tube,0.6398
Comfort,room compared,0.1619
Location,convenient location london,0.5714
Location,station yards,0.2319
Location,station yards away,0.4860
Comfort,rooms relatively,0.5272
Location,location thought,0.3850
Comfort,room small ac,0.2419
Service,helpful pleasant,0.7747
Location,station paddington station,0.0256
Comfort,room sleep window,-0.4877
Location,tube station stones,0.5363
Location,location convenient oxford,0.2530
Location,friendly location convenient,0.5874
Location,station opposite,0.2920
Location,station opposite hyde,0.4469
Location,tube station extremely,0.4945
Location,tube station staff,0.3518
Comfort,room cool air,0.5477
Service,staff give,-0.0175
Comfort,standard room small,0.2535
Location,location tube right,0.2447
Comfort,porters room,0.7122
Comfort,rooms single,0.2444
Comfort,room including breakfast,0.2789
Comfort,room room hot,-0.1954
Service,reception staff problems,-0.2540
Comfort,bed rooms small,0.6719
Comfort,bed linen clean,0.4178
Comfort,room wash,0.0958
Location,near euston station,0.2860
Location,museum tube station,0.6043
Comfort,cold heating,0.2328
Comfort,paper thin room,-0.2704
Comfort,thin room,-0.0055
Comfort,room air freshener,0.6220
Comfort,spray room air,0.0109
Location,tube station russell,0.3731
